순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,year
1,엄마를 부탁해 :신경숙 장편소설 ,지은이: 신경숙,창비,2008,,9.78894E+12,3810,813.7,"18,466",2010
2,(조선의 마지막 황녀) 덕혜옹주 :권비영 장편소설 ,지은이: 권비영,다산북스,2010,,9.78896E+12,3810,813.7,"12,993",2010
3,"그건, 사랑이었네 :한비야 에세이 ",지은이: 한비야,푸른숲,2009,,9.78897E+12,3810,818,"12,409",2010
4,도가니 :공지영 장편소설 ,지은이: 공지영,창비,2009,,9.78894E+12,3810,813.6,"10,660",2010
5,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,1,9.78895E+12,4830,833.6,"9,670",2010
6,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,2,9.78895E+12,4830,833.6,"9,184",2010
7,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,1,9.78893E+12,4860,863,"8,899",2010
8,천년의 금서 :김진명 장편소설 ,지은이: 김진명,새움출판사,2009,,9.78899E+12,3810,813.6,"8,403",2010
9,(이외수의 생존법) 하악하악 ,정태련이 그리고 ;이외수가 쓰다,해냄출판사,2008,,9.78897E+12,3810,818,"8,103",2010
10,즐거운 나의 집 :공지영 장편소설 ,공지영,푸른숲,2007,,9.78897E+12,3810,813.6,"7,909",2010
11,규장각 각신들의 나날 :정은궐 장편소설,지은이: 정은궐,파란미디어,2009,1,9.78896E+12,4810,813.6,"7,429",2010
12,너는 모른다 :정이현 장편소설 ,지은이: 정이현,문학동네,2009,,9.78895E+12,3810,813.7,"7,420",2010
13,아주 가벼운 깃털 하나 :공지영 에세이 ,공지영,한겨레출판,2009,,9.78898E+12,3810,814.6,"7,260",2010
14,4개의 통장 :평범한 사람이 목돈을 만드는 가장 빠른 시스템 ,고경호 지음,다산북스,2009,,9.78899E+12,3320,327.04,"7,110",2010
15,아이의 사생활 =Discovering a child ,EBS 제작팀 지음,지식채널,2009,,9.78895E+12,13590,598.1,"7,078",2010
16,규장각 각신들의 나날 :정은궐 장편소설,지은이: 정은궐,파란미디어,2009,2,9.78896E+12,4810,813.6,"7,037",2010
17,구해줘:기욤 뮈소 장편소설,기욤 뮈소 지음;윤미연 옮김,밝은세상,2006,,9.78898E+12,3860,863,"6,946",2010
18,지도 밖으로 행군하라=Marching off the map,한비야 지음,푸른숲,2005,,9.78897E+12,3810,816.6,"6,862",2010
19,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,2,9.78893E+12,4860,863,"6,801",2010
20,죽은 왕녀를 위한 파반느 =박민규 장편소설 /Pavane pour une infante d?funte ,지은이: 박민규,위즈덤하우스,2009,,9.78896E+12,3810,813.6,"6,684",2010
21,청춘 불패 :이외수의 소생법 ,지은이:이외수 ;그린이: 정태련,해냄출판사,2009,,9.78897E+12,3810,814.6,"6,576",2010
22,(네가 어떤 삶을 살든) 나는 너를 응원할 것이다 :공지영 산문 ,공지영,오픈하우스,2008,,9.789E+12,3800,814.6,"6,468",2010
23,시크릿,지은이: 론다 번;옮긴이: 김우열,살림출판사,2007,,9.78895E+12,3320,189,"6,419",2010
24,로스트 심벌,댄 브라운 지음 ;안종설 옮김,문학수첩,2009,1,9.78898E+12,4840,843,"6,401",2010
25,"공무도하 :사랑아, 강을 건너지 마라 ",지은이: 김훈,문학동네,2009,,9.78895E+12,3810,813.6,"6,356",2010
26,살아온 기적 살아갈 기적 :장영희 에세이 ,장영희,샘터사,2009,,9.78895E+12,3810,814.6,"6,294",2010
27,나쁜 사마리아인들:장하준의 경제학 파노라마,장하준 지음;이순희 옮김,부키,2007,,9.78896E+12,3320,326.211,"6,293",2010
28,박사가 사랑한 수식,오가와 요코 지음;김난주 옮김,이레,2004,,9.78896E+12,3830,833.6,"6,181",2010
29,달콤한 나의 도시:정이현 장편소설,지은이: 정이현,문학과지성사,2006,,9.78893E+12,3810,813.6,"6,108",2010
30,공중그네:오쿠다 히데오 장편소설,오쿠다 히데오 지음;이영미 옮김,은행나무,2005,,9.78896E+12,3830,833.6,"6,084",2010
31,"지금 사랑하지 않는 자, 모두 유죄 :노희경 에세이 ",저자: 노희경,헤르메스미디어,2008,,9.789E+12,3810,814.6,"5,988",2010
32,어디선가 나를 찾는 전화벨이 울리고 :신경숙 장편소설 ,지은이: 신경숙,문학동네,2010,,9.78895E+12,3810,813.7,"5,961",2010
33,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,3,9.78893E+12,4860,863,"5,865",2010
34,당신 없는 나는? :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 허지은,밝은세상,2009,,9.78898E+12,3860,863,"5,807",2010
35,개밥바라기별 :황석영 소설 ,황석영,문학동네,2008,,9.78895E+12,3810,813.6,"5,754",2010
36,브레이킹 던 :스테프니 메이어 장편소설 ,지은이: 스테프니 메이어 ;옮긴이: 윤정숙,미래엔컬처그룹,2009,,9.78894E+12,3840,843,"5,675",2010
37,삼성을 생각한다 ,글쓴이: 김용철,사회평론,2010,,9.78896E+12,3320,324.12,"5,669",2010
38,"줄리어스, 어디 있니? ",글·그림: 존 버닝햄 ;옮김: 김정희,현북스,2013,,9.789E+12,77840,843,"5,636",2010
39,죽을 때 후회하는 스물다섯 가지 :1000명의 죽음을 지켜본 호스피스 전문의가 말하는 ,오오츠 슈이치 지음 ;황소연 옮김,21세기북스,2010,,9.78895E+12,3180,182.3,"5,539",2010
40,아웃라이어 :성공의 기회를 발견한 사람들 ,말콤 글래드웰 [지음] ;노정태 옮김,김영사,2009,,9.78893E+12,3320,325.04,"5,486",2010
41,로스트 심벌,댄 브라운 지음 ;안종설 옮김,문학수첩,2009,2,9.78898E+12,4840,843,"5,445",2010
42,이클립스 :스테프니 메이어 장편소설 ,지은이: 스테프니 메이어 ;옮긴이: 윤정숙,북폴리오,2008,,9.78894E+12,3840,843,"5,388",2010
43,뉴문 :스테프니 메이어 장편소설 ,스테프니 메이어 [지음] ;변용란 옮김,대한교과서,2008,,9.78894E+12,3840,843,"5,363",2010
43,공부하는 독종이 살아남는다 ,이시형 지음,중앙북스,2009,,9.78896E+12,3320,373.4,"5,363",2010
45,시골의사의 부자경제학:경제 원리에 숨겨진 부자들의 투자 비밀,박경철 지음,웅진씽크빅,2006,,9.7889E+12,3320,327.8,"5,321",2010
46,친절한 복희씨 :박완서 소설집 ,박완서,문학과지성사,2007,,9.78893E+12,3810,813.6,"5,311",2010
46,파라다이스,베르나르 베르베르 지음 ;임희근 옮김,열린책들,2010,1,9.78893E+12,4860,863,"5,311",2010
48,서른 살이 심리학에게 묻다 :대한민국 30대를 위한 심리치유카페 ,김혜남 지음,웅진씽크빅,2008,,9.7889E+12,3180,186.5,"5,302",2010
49,"괜찮다, 다 괜찮다 :공지영이 당신께 보내는 위로와 응원 ","공지영,지승호 지음",알마,2008,,9.78899E+12,3810,813.609,"5,295",2010
50,용의자 X의 헌신,히가시노 게이고 지음;양억관 옮김,현대문학,2006,,9.78897E+12,3830,833.6,"5,291",2010
51,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,4,9.78893E+12,4860,863,"5,236",2010
52,사랑을 찾아 돌아오다 :기욤 뮈소 장편소설 ,기욤 뮈소 [지음] ;김남주 옮김,밝은세상,2008,,9.78898E+12,3860,863,"5,141",2010
53,상실의 시대 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 유유정,문학사상사,2008,,9.78897E+12,3830,833.6,"5,138",2010
54,사랑하기 때문에 :기욤 뮈소 장편소설 ,기욤 뮈소 [지음] ;전미연 옮김,밝은세상,2007,,9.78898E+12,3860,863,"5,132",2010
55,넛지 :똑똑한 선택을 이끄는 힘 ,"리처드 탈러,안진환 옮김",웅진씽크빅,2009,,9.7889E+12,3320,321.89,"5,083",2010
56,꿈꾸는 다락방:생생하게 꿈꾸면 이루어진다,이지성 지음,국일출판사,2007,,9.78897E+12,3320,325.04,"5,045",2010
57,식객,허영만 글·그림,김영사,2003-2010,23,9.78893E+12,7810,813.6,"4,984",2010
58,"당신, 거기 있어줄래요?:기욤 뮈소 장편소설",기욤 뮈소 [지음];전미연 옮김,밝은세상,2007,,9.78898E+12,3860,863,"4,967",2010
59,오 해피 데이 ,오쿠다 히데오 지음 ;김난주 옮김,재인,2009,,9.78899E+12,3830,833.6,"4,958",2010
60,심리학이 서른 살에게 답하다 :서른 살의 강을 현명하게 건너는 52가지 방법 ,김혜남 지음,웅진씽크빅,2009,,9.7889E+12,3180,186.5,"4,940",2010
61,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,5,9.78893E+12,4860,863,"4,927",2010
62,식객,허영만 글·그림,김영사,2003-2010,24,9.78893E+12,7810,813.6,"4,870",2010
63,바리데기 :황석영 장편소설 ,지은이: 황석영,창비,2007,,9.78894E+12,3810,813.62,"4,852",2010
64,우리들의 행복한 시간,공지영,푸른숲,2005,,9.78897E+12,3810,,"4,822",2010
65,"김연아의 7분 드라마 :스무 살 김연아, 그 열정과 도전의 기록 ",글: 김연아,JDM중앙출판사,2010,,9.78895E+12,3810,818,"4,813",2010
66,시원스쿨 기초영어법 ,이시원 지음,웅진씽크빅,2009,,9.7889E+12,13740,747.5,"4,796",2010
67,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,6,9.78893E+12,4860,863,"4,787",2010
68,식객,허영만 글·그림,김영사,2003-2010,22,9.78893E+12,7810,813.6,"4,758",2010
69,식객,허영만 글·그림,김영사,2003-2010,25,9.78893E+12,7810,813.6,"4,729",2010
70,책 읽어주는 남자,베른하르트 슐링크 지음;김재혁 옮김,이레,2004,,9.78896E+12,3850,853,"4,697",2010
71,1026 :김진명 장편소설 ,지은이: 김진명,새움출판사,2010,,9.78899E+12,3810,813.7,"4,678",2010
72,범인 없는 살인의 밤 ,히가시노 게이고 지음 ;유성원 옮김,랜덤하우스코리아,2009,,9.78893E+12,3830,833.6,"4,648",2010
73,화폐전쟁 ,쑹훙빙 지음 ;차혜정 옮김,랜덤하우스코리아,2008,,9.78893E+12,3320,327.209,"4,635",2010
74,아름다운 마무리 ,법정,문학의숲,2008,,9.789E+12,3810,220.4,"4,584",2010
75,완득이 :김려령 장편소설 ,김려령,창비,2008,,9.78894E+12,3810,813.6,"4,567",2010
76,성녀의 구제 :히가시노 게이고 장편 소설 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2009,,9.78899E+12,3830,833.6,"4,563",2010
77,바보처럼 공부하고 천재처럼 꿈꿔라:반기문 유엔 사무총장이 세계의 청소년에게 전하는 꿈과 희망의 메시지,신웅진 지음,명진출판,2007,,9.78898E+12,3810,818,"4,528",2010
78,해리포터와 죽음의 성물,조앤 K 롤링 지음 ;최인자 옮김,문학수첩,2007,71,9.78898E+12,4840,843,"4,511",2010
79,연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,2001,,9.78898E+12,3860,879,"4,461",2010
80,트와일라잇 :스테프니 메이어 장편소설 ,스테프니 메이어 [지음] ;변용란 옮김,대한교과서,2008,,9.78894E+12,3840,843,"4,446",2010
81,미실:김별아 장편소설,김별아 지음,문이당,2005,,9.78897E+12,3810,813.6,"4,443",2010
82,남한산성:김훈 장편소설,김훈,학고재,2007,,9.78896E+12,3810,813.6,"4,430",2010
83,백야행 :히가시노 게이고 장편소설,지은이: 히가시노 게이고 ;옮긴이: 정태원,태동출판사,2009,1,9.78898E+12,4830,833.6,"4,381",2010
84,파피용:베르나르 베르베르 장편소설,베르나르 베르베르 [지음];전미연 옮김,열린책들,2007,,9.78893E+12,3860,863,"4,366",2010
85,예지몽 :히가시노 게이고 소설 ,지은이: 히가시노 게이고 ;옮긴이: 양억관,재인,2011,,9.78899E+12,3830,833.6,"4,346",2010
86,청춘의 독서 :세상을 바꾼 위험하고 위대한 생각들 ,유시민 지음,웅진씽크빅,2009,,9.7889E+12,3810,29.1,"4,293",2010
87,모방범:미야베 미유키 장편소설,미야베 미유키 [지음];양억관 옮김,문학동네,2006,1,9.78895E+12,4830,833.6,"4,288",2010
88,해리포터와 죽음의 성물,조앤 K 롤링 지음 ;최인자 옮김,문학수첩,2007,72,9.78898E+12,4840,843,"4,281",2010
89,틀려도 괜찮아,마키타 신지 글;유문조 옮김,토토북,2006,,9.78899E+12,77830,833.6,"4,271",2010
90,흐르는 강물처럼 =Like the flowing river ,파울로 코엘료 지음 ;박경희 옮김,문학동네,2008,,9.78895E+12,3890,879,"4,267",2010
91,양육쇼크 :아이들에 대한 새로운 생각 ,"포 브론슨,이주혜 옮김",물푸레,2009,,9.78898E+12,13590,598.1,"4,227",2010
92,식객,허영만 글·그림,김영사,2003-2010,20,9.78893E+12,7810,813.6,"4,224",2010
93,식객,허영만 글·그림,김영사,2003-2010,18,9.78893E+12,7810,813.6,"4,214",2010
94,식객,허영만 글·그림,김영사,2003-2010,21,9.78893E+12,7810,813.6,"4,199",2010
95,파라다이스,베르나르 베르베르 지음 ;임희근 옮김,열린책들,2010,2,9.78893E+12,4860,863,"4,186",2010
96,아불류 시불류 :이외수의 비상법 ,지은이: 이외수 ;그린이: 정태련,해냄,2010,,9.78897E+12,3810,814.62,"4,150",2010
97,위저드 베이커리 =구병모 장편소설 /Wizard bakery ,지은이: 구병모,창비,2009,,9.78894E+12,3810,813.7,"4,146",2010
98,무소유,법정,범우사,2005,,9.78891E+12,3810,220.4,"4,124",2010
99,개인의 취향,이새인 지음,청어람,2007,,9.78893E+12,3810,813.6,"4,102",2010
100,성균관 유생들의 나날:정은궐 장편소설,정은궐,파란미디어,2007,2,9.78899E+12,4810,813.6,"4,087",2010
101,꼴,허영만 글·그림,위즈덤하우스,2008-2010,2,9.78896E+12,7810,188.1,"4,040",2010
102,혼창통 :당신은 이 셋을 가졌는가? ,이지훈 지음,쌤앤파커스,2010,,9.78899E+12,3320,325.24,"4,032",2010
103,해리포터와 죽음의 성물,조앤 K 롤링 지음 ;최인자 옮김,문학수첩,2007,74,9.78898E+12,4840,843,"3,999",2010
104,고백 :미나토 가나에 장편소설 ,지은이: 미나토 가나에 ;옮긴이: 김선영,비채,2009,,9.78899E+12,3830,833.6,"3,978",2010
105,빨간 장화 ,에쿠니 가오리 지음 ;신유희 옮김,태일소담,2010,,9.78897E+12,3830,833.6,"3,973",2010
106,아내가 결혼했다:박현욱 장편소설,박현욱,문이당,2006,,9.78897E+12,3810,813.6,"3,964",2010
107,사랑 후에 오는 것들,지은이: 공지영,소담출판사,2006,,9.78897E+12,4810,813.6,"3,960",2010
107,나는 아내와의 결혼을 후회한다 :영원히 철들지 않는 남자들의 문화심리학 ,김정운,에스에이엠티유,2009,,9.78899E+12,3180,182.2,"3,960",2010
109,다이어트의 여왕 :백영옥 장편소설 ,지은이: 백영옥,문학동네,2009,,9.78895E+12,3810,813.6,"3,959",2010
110,정의란 무엇인가 ,저자: 마이클 샌델 ;역자: 이창신,김영사,2010,,9.78893E+12,3330,193,"3,950",2010
111,꼴,허영만 글·그림,위즈덤하우스,2008-2010,1,9.78896E+12,7810,188.1,"3,944",2010
112,해리포터와 죽음의 성물,조앤 K 롤링 지음 ;최인자 옮김,문학수첩,2007,73,9.78898E+12,4840,843,"3,942",2010
113,회랑정回廊亭 살인사건 :히가시노 게이고 장편소설 ,히가시노 게이고 지음 ;임경화 옮김,랜덤하우스코리아,2008,,9.78893E+12,3830,833.6,"3,923",2010
114,현영의 재테크 다이어리 :재테크 전문가도 깜짝 놀란 현영의 재테크 비법 ,현영 지음,청림출판,2008,,9.78894E+12,3320,327.04,"3,920",2010
115,성균관 유생들의 나날:정은궐 장편소설,정은궐,파란미디어,2007,1,9.78899E+12,4810,813.6,"3,909",2010
116,강아지똥 ,글: 권정생 ;그림: 정승각,길벗어린이,2012,,9.78899E+12,77810,813.6,"3,896",2010
117,천 개의 찬란한 태양 ,할레드 호세이니 지음 ;왕은철 옮김,현대문학,2007,,9.78897E+12,3840,843,"3,890",2010
118,세상에서 제일 힘센 수탉 ,글쓴이: 이호백 ;그린이: 이억배,재미마주,1997,,9.78899E+12,77810,813.6,"3,887",2010
119,내 심장을 쏴라 :정유정 장편소설 ,지은이: 정유정,은행나무,2009,,9.78896E+12,3810,813.6,"3,878",2010
120,성균관 유생들의 나날 :정은궐 장편소설,지은이: 정은궐,파란미디어,2009,1,9.78896E+12,4810,813.6,"3,874",2010
121,수상한 사람들 ,히가시노 게이고 지음 ;윤성원 옮김,랜덤하우스코리아,2009,,9.78893E+12,3830,833.6,"3,867",2010
122,책만 보는 바보:이덕무와 그의 벗들 이야기,안소영 지음;강남미 그림,보림출판사,2005,,9.78894E+12,73810,813.6,"3,846",2010
123,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,3,9.78895E+12,4830,833.6,"3,842",2010
124,내 통장 사용설명서 :통장 7개로 시작하는 세상에서 제일 쉬운 재테크 ,이천 지음,웅진씽크빅,2009,,9.7889E+12,3320,327.04,"3,822",2010
125,성균관 유생들의 나날 :정은궐 장편소설,지은이: 정은궐,파란미디어,2009,2,9.78896E+12,4810,813.6,"3,813",2010
126,식객,허영만 글·그림,김영사,2003-2010,16,9.78893E+12,7810,813.6,"3,809",2010
127,나무,베르나르 베르베르 지음;이세욱 옮김,열린책들,2003,,9.78893E+12,3860,863,"3,808",2010
128,내 영혼이 따뜻했던 날들,포리스트 카터 지음;조경숙 옮김,아름드리미디어,2003,,9.78899E+12,3840,843,"3,791",2010
129,붉은 손가락,히가시노 게이고 지음;양윤옥 옮김,현대문학,2007,,9.78897E+12,3830,833.6,"3,782",2010
130,식객,허영만 글·그림,김영사,2003-2010,26,9.78893E+12,7810,813.6,"3,769",2010
131,(시골의사의) 주식투자란 무엇인가 ,박경철 지음,웅진씽크빅,2008,1,9.7889E+12,13320,327.856,"3,768",2010
132,위험한 심리학 ,송형석 지음,청림출판,2009,,9.78894E+12,3220,180,"3,767",2010
133,강남몽 :황석영 장편소설 ,지은이: 황석영,창비,2010,,9.78894E+12,3810,813.62,"3,761",2010
134,백야행 :히가시노 게이고 장편소설,지은이: 히가시노 게이고 ;옮긴이: 정태원,태동출판사,2009,2,9.78898E+12,4830,833.6,"3,756",2010
135,백야행 :히가시노 게이고 장편소설,지은이: 히가시노 게이고 ;옮긴이: 정태원,태동출판사,2009,3,9.78898E+12,4830,833.6,"3,753",2010
136,두발자전거 배우기 ,글: 고대영 ;그림: 김영진,길벗어린이,2009,,9.78896E+12,77810,813.6,"3,750",2010
137,옛날에 내가 죽은 집 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;이영미 옮김,창해,2008,,9.78898E+12,3830,833.6,"3,741",2010
138,고령화 가족 :천명관 장편소설 ,지은이: 천명관,문학동네,2010,,9.78895E+12,3810,813.7,"3,721",2010
139,명탐정의 규칙 ,지은이: 히가시노 게이고 ;옮긴이: 이혁재,재인,2010,,9.78899E+12,3830,833.6,"3,714",2010
140,리진=신경숙 장편소설.Lee Jin,신경숙,문학동네,2007,1,9.78895E+12,4810,813.6,"3,713",2010
141,동급생 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;신경립 옮김,창해,2008,,9.78898E+12,3830,833.6,"3,699",2010
142,손톱 깨물기 ,글: 고대영 ;그림: 김영진,길벗어린이,2008,,9.78896E+12,77810,813.6,"3,698",2010
143,식객,허영만 글·그림,김영사,2003-2010,19,9.78893E+12,7810,813.6,"3,696",2010
144,마시멜로 이야기,"호아킴 데 포사다,정지영 옮김",한국경제신문,2006,,9.78895E+12,3320,325.04,"3,685",2010
145,식객,허영만 글·그림,김영사,2003-2010,17,9.78893E+12,7810,813.6,"3,684",2010
146,탐정 갈릴레오 :히가시노 게이고 소설 ,지은이: 히가시노 게이고 ;옮긴이: 양억관,재인,2008,,9.78899E+12,3830,833.6,"3,674",2010
147,악의 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;양윤옥 옮김,현대문학,2008,,9.78897E+12,3830,833.6,"3,655",2010
148,(EBS) 60분 부모 :스스로 공부하는 아이로 키우는 자녀교육서 ,"김미라,최정금 지음",경향미디어,2007,,9.78899E+12,3370,598.58,"3,635",2010
149,"나나의 네버엔딩 스토리 :미스코리아 진 금나나가 하버드에서 배운 도전과 열정, 희망의 공식 ","금나나,최지현",김영사,2008,,9.78893E+12,3810,818,"3,634",2010
150,지금당장 경제공부 시작하라 ,최진기 지음,한빛비즈,2009,,9.789E+12,13320,320,"3,603",2010
151,11문자 살인사건,하가시노 게이고 지음;민경욱 옮김,랜덤하우스코리아,2007,,9.78893E+12,3830,833.6,"3,594",2010
152,세계의 끝 여자친구 :김연수 소설 ,지은이: 김연수,문학동네,2009,,9.78895E+12,3810,813.6,"3,592",2010
153,눈먼 자들의 도시,주제 사라마구 지음;정영목 옮김,해냄출판사,2002,,9.78897E+12,3890,879,"3,572",2010
154,영어천재가 된 홍대리 :6개월 만에 영어천재가 된 홍 대리의 특급비밀 ,박정원 지음,다산북스,2009,,9.78899E+12,3320,740.7,"3,562",2010
155,손 큰 할머니의 만두 만들기 ,글: 채인선 ;그림: 이억배,재미마주,1998,,9.78899E+12,73810,813.6,"3,544",2010
156,(온 세상이 추격하는 한 남자) 골든 슬럼버 =이사카 코타로 장편소설 /Golden slumber ,이사카 코타로 [지음] ;김소영 옮김,웅진씽크빅,2008,,9.7889E+12,3830,833.6,"3,536",2010
157,"(달콤한 육아, 편안한 교육, 행복한 삶을 배우는) 엄마학교",서형숙 지음,토토북,2006,,9.78899E+12,3370,598.1,"3,533",2010
158,꼴,허영만 글·그림,위즈덤하우스,2008-2010,3,9.78896E+12,7810,188.1,"3,529",2010
159,좋은 이별 :김형경 애도 심리 에세이 ,지은이: 김형경,푸른숲,2009,,9.78897E+12,3810,814.6,"3,527",2010
160,한반도의 공룡 =Koreanosaurus,"글·그림: EBS,올리브 스튜디오",킨더랜드,2009,1,9.78896E+12,74470,457,"3,524",2010
160,교통경찰의 밤 :히가시노 게이고 소설집 ,히가시노 게이고 ;이선희 옮김,바움,2010,,9.78896E+12,3830,833.6,"3,524",2010
162,(최인호의) 인연 :최인호 에세이 ,지은이: 최인호 ;사진: 백종하,랜덤하우스코리아,2010,,9.78893E+12,3810,814.62,"3,522",2010
163,(시골의사의) 주식투자란 무엇인가 ,박경철 지음,웅진씽크빅,2008,2,9.7889E+12,14320,327.856,"3,509",2010
164,참 서툰 사람들 :always bright! smile again! ,지은이: 박광수,웅진씽크빅,2009,,9.7889E+12,3810,818,"3,498",2010
165,아기성장 보고서 =EBS 특별기획 다큐멘터리 /Baby growth report ,EBS〈아기성장보고서〉제작팀 지음,위즈덤하우스,2009,,9.78896E+12,3590,598.122,"3,489",2010
166,(21세기)먼나라 이웃나라,이원복 글·그림,김영사,2003-2004,10,9.78893E+12,77940,909,"3,479",2010
167,Why? 나라의 시작 ,글: 이근 ;그림: 극동만화연구소,예림당,2009,1,9.78893E+12,73910,911,"3,469",2010
168,똥벼락,김회경 글;조혜란 그림,사계절출판사,2001,,9.78897E+12,77850,813.6,"3,465",2010
169,로드 :코맥 매카시 장편소설 ,코맥 매카시 [지음] ;정영목 옮김,문학동네,2008,,9.78895E+12,3840,843,"3,462",2010
170,사냥꾼을 만난 꼬마곰 ,앤서니 브라운 글·그림 ;공경희 옮김,웅진씽크빅,2015,,9.7889E+12,74840,843,"3,438",2010
171,배려:마음을 움직이는 힘,한상복 지음,위즈덤하우스,2006,,9.78899E+12,3332,325.04,"3,427",2010
172,뚱딴지 명언 산책,김우영 글.그림,재능출판,1997,,9.78898E+12,77810,199.1,"3,419",2010
